TRAVEL_ID,VISIT_AREA_ID,ACTIVITY_TYPE_CD,ACTIVITY_TYPE_SEQ,CONSUME_HIS_SEQ,CONSUME_HIS_SNO,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD
e_e001374,2305280007,1,0,0,2,5,1944600360,왕진식당,경기 포천시 영북면 산정호수로 727-21,경기 포천시 영북면 산정리 193-3,3213016,4165039023,2023-05-28 13:40,1,20000,,
e_e001403,2305290002,1,0,0,1,2,4262800318,이마트24,경기 남양주시 화도읍 북한강로 1388,경기 남양주시 화도읍 금남리 511-97,3197075,4136025625,2023-05-29 21:21,1,18800,42도시락2편;김치왕뚜껑;대정)통스팸계란삼각김밥2;불닭떡볶이큰컵;보헴쿠바나샷;레종프렌치블랙,
e_e001403,2305290003,1,0,0,1,2,1948702115,주)가람티앤에스,경기 남양주시 화도읍 북한강로1570번길 5,,4391358,4136025625,2023-05-29 18:39,1,20600,화이트롤;피자범벅;블루비치망고A,
e_e001506,2306040002,1,0,0,1,3,7294600356,코리달리스앤인터라켄스테이,경기 가평군 청평면 호반로 887,경기 가평군 청평면 고성리 786-3,3216049,4182032526,2023-06-04 09:02,1,23000,브런치;딸기라떼,
e_e001506,2306040003,3,0,0,2,3,1328150922,(주)올리브스타,경기 가평군 청평면 에덴벚꽃길 189,경기 가평군 청평면 상천리 산 261,4854176,4182032522,2023-06-04 10:54,1,9000,입장권 ,
e_e001506,2306040004,1,0,0,3,3,1321795438,북면짜짜루,경기 가평군 북면 화악산로 203,경기 가평군 북면 소법리 102-3,3000144,4182035022,2023-06-04 13:54,1,55000,탕수육(소);해물쟁반짜장(2인;짜장;짬뽕,
e_e001506,2306040004,2,1,1,1,3,1328207290,가평군농협하나로마트,경기 가평군 북면 가화로 992,경기 가평군 북면 목동리 820-1,3000142,4182035021,2023-06-04 12:43,1,238630,칠성사이다 1.5L;머거본쇠고기육포;버터구이 오징어;백산수 2L;화요,
e_e001506,2306050001,1,0,0,1,3,7313700226,두메막국수,경기 가평군 가평읍 가화로 328,경기 가평군 가평읍 마장리 800-14,3000142,4182025029,2023-06-05 14:51,1,57000,,
e_e001506,2306050002,2,0,0,1,3,1328207290,가평군농협 하나로마트,경기 가평군 북면 가화로 992,경기 가평군 북면 목동리 820-1,3000142,4182035021,2023-06-05 15:17,1,16400,백산수;클라우드 생드레프트(캔);킨더조이,
e_e001506,2306060002,1,0,0,1,3,1061693813,마크빈제빵소 가평1점,경기 가평군 가평읍 석봉로 116,,3216024,4182025022,2023-06-06 11:59,1,38900,제빵;아메리카노;(i)아메리카노;바닐라라떼;(i)딸기라떼,
e_e001506,2306060003,3,0,0,1,3,4848700932,(주)문화인,인천 계양구 경명대로 1147,인천 계양구 임학동 73-28,2008010,2824510500,2023-06-06 13:03,1,8000,음악놀이터 시설이용권,
e_e001524,2306090003,1,0,0,1,2,1328151483,(주)팔팔회센터,경기 구리시 동구릉로136번길 90,,4388055,4131010300,2023-06-09 22:01,1,43000,,
e_e001524,2306090003,1,0,0,2,2,1328151784,주식회사독도수산,경기 구리시 동구릉로136번길 90,경기 구리시 인창동 127,4388055,4131010300,2023-06-09 20:03,1,90000,,
e_e001524,2306090004,1,1,1,1,2,1322529398,구리돌다리점,경기 구리시 체육관로172번길 54-3,경기 구리시 수택동 382-21,4388173,4131010500,2023-06-09 22:43,1,17000,가지튀김;치킨가라아게;크림치즈 튀김,
e_e001524,2306090005,6,4,4,1,2,,구리 YAJA ,경기 구리시 안골로63번길 5,경기 구리시 수택동 378-10,4388122,4131010500,2023-05-31 00:00,1,80000,,
e_e001524,2306100002,1,0,0,0,2,,모던기와,경기 구리시 아차산로 37,,,,,1,12300,,4131010600
e_e001541,2305280002,1,0,0,1,3,5840500901,푸켓테이블,경기 파주시 문발로 141,경기 파주시 문발동 530-1,3206030,4148011500,2023-05-28 13:23,1,57000,,
e_e001541,2305280003,2,0,0,1,3,2208809068,유한회사 나이키코리아 롯데파주점,서울 강남구 테헤란로 152,서울 강남구 역삼동 737,3122010,1168010100,2023-05-28 14:49,1,155600,나이키 피트니스용품,
e_e001558,2306030003,1,0,0,1,1,6140440740,경안당,경기 수원시 팔달구 화서문로31번길 8-15,경기 수원시 팔달구 장안동 124,4328429,4111513100,2023-06-03 15:13,1,21800,곶감딸기말이;ICE 아메리카노,
e_e001558,2306030004,1,0,0,1,1,5836600404,까몬 ,경기 수원시 팔달구 정조로886번길 20,경기 수원시 팔달구 북수동 99-1,4328292,4111512900,2023-06-03 17:39,1,38500,랭샙;크림새우;까몬볶음밥,
e_e001558,2306030005,1,0,0,1,1,5590202732,더티래빗,경기 수원시 팔달구 정조로860번길 26,경기 수원시 팔달구 북수동 267,4328289,4111512900,2023-06-03 19:09,1,11800,나니;크림 생맥주,
e_e001558,2306040001,1,0,0,1,1,1351734181,명동만두,경기 수원시 팔달구 수원천로258번길 10-8,경기 수원시 팔달구 지동 419-1,4328208,4111513900,2023-06-04 11:30,1,13000,,
e_e001558,2306040002,1,0,0,1,1,4600802002,모이커피클래식,경기 수원시 팔달구 월드컵로 325,,3177012,4111514000,2023-06-04 12:28,1,12000,콜드브루,
e_e001558,2306040006,1,0,0,1,1,1601000747,갈비명가서서갈비,경기 수원시 팔달구 장다리로 276,경기 수원시 팔달구 인계동 957,3175043,4111514100,2023-06-04 20:03,1,48700,상차림;돼지갈비;공기밥;된장찌개;카스,
e_e001558,2306050002,1,0,0,1,1,6121408743,코코이마,경기 수원시 팔달구 신풍로23번길 4,경기 수원시 팔달구 신풍동 185,4328212,4111513000,2023-06-05 14:36,1,12900,,
e_e001558,2306050003,1,0,0,1,1,2018121515,스타벅스,경기 수원시 팔달구 덕영대로 924,,3012001,4111513400,2023-06-05 15:47,3,4500,I-T)아메리카노,
e_e001895,2306050002,1,0,0,2,2,2018121515,스타벅스,서울 성동구 왕십리로 50,서울 성동구 성수동1가 656-335,3005011,1120011400,2023-06-05 15:14,1,10400,I-T)아메리카노;I-T)돌체블랙밀크 T,
e_e001895,2306050004,1,0,0,0,2,,호랑이분식,300-63,,,,,4,22500,,1120011500
e_e001895,2306050005,1,0,0,0,2,,라에비뉴,289-27,,,,,4,24700,,1120011500
e_e001895,2306050006,3,0,0,0,2,,CGV 부천,1165-1,,,,,4,14000,,4119010800
e_e001934,2306060002,3,0,0,1,3,2018208464,동대문디자인플라자,서울 중구 을지로 281,,3101006,1114014900,2023-06-06 00:00,3,0,입장권 ,
e_e001934,2306060003,1,1,1,1,3,1018673644,(주)미진,서울 종로구 종로 19,,3100013,1111012600,2023-06-06 17:21,3,89000,전병;보쌈(대);냉메밀;돈까스/돈모,
e_e001948,2306050002,1,0,0,1,2,1058789960,바다앞테라스,인천 중구 은하수로 10,인천 중구 중산동 1949-1,3149078,2811014500,2023-06-05 15:16,1,38000,연유바다소라빵;옥수수크림빵;ICE 바닐라라떼;파인애플주스;우유 푸딩 데니쉬,
e_e001948,2306050003,2,0,0,1,2,3218101486,자연도 소금빵,인천 중구 은하수로 10,인천 중구 중산동 1949-1,3149078,2811014500,2023-06-05 16:39,1,12000,,
e_e001948,2306050006,1,1,1,1,2,,CU,인천 중구 은하수로 10,인천 중구 중산동 1949-1,3149078,2811014500,2023-06-05 22:13,3,22100,간식거리,
e_e001948,2306050007,1,0,0,1,2,,주식회사 우아한형제들,서울 송파구 위례성대로 2,서울 송파구 방이동 44-2,2123002,1171011100,2023-06-05 18:39,1,63000,모듬회(중),
e_e001948,2306050007,1,1,1,1,2,,이마트24,,,,,2023-06-05 18:17,1,11100,새로;물 1L,
e_e001948,2306050008,6,0,0,1,2,,CU,인천 중구 은하수로 10,인천 중구 중산동 1949-1,3149078,2811014500,2023-06-05 21:48,1,3500,폭죽,
e_e001948,2306050008,6,0,0,2,2,,신기란,,,,,2023-06-05 21:56,3,2000,폭죽,
e_e001948,2306060002,1,0,0,1,2,8543400945,바다앞라면집,인천 중구 은하수로 10,인천 중구 중산동 1949-1,3149078,2811014500,2023-06-06 12:16,1,17500,해물라면;꽃상추 쌈밥,
e_e001948,2306060004,3,1,1,1,2,,영종역사관,인천 중구 구읍로 63,인천 중구 중산동 1957-2,3149080,2811014500,2023-06-06 13:42,1,2000,입장권,
e_e001948,2306060005,2,0,0,1,2,5196700701,인천샌드 ,인천 중구 영종진광장로 5,인천 중구 중산동 1944-5,3351842,2811014500,2023-06-06 14:44,1,37000,반반샌드 1BOX,
e_e001948,2306060005,1,1,1,1,2,1022768467,인천쫀드기. 인천중산,인천 중구 영종진광장로 5,인천 중구 중산동 1944-5,3351842,2811014500,2023-06-06 14:38,1,4800,상하목장 유기농 아이스크림(1콘),
e_e001948,2306060006,1,0,0,1,2,1062893494,갯골이야기,인천 중구 예단포1로 2-10,,3149110,2811014800,2023-06-06 15:41,1,11000,딸기요거트스무디;(I) 복숭아 아이스티,
e_e001948,2306060010,1,0,0,1,2,4560302390,을왕리오늘조개구이,인천 중구 을왕로 14,인천 중구 을왕동 755-27,3149047,2811014900,2023-06-06 20:25,1,113000,타코야끼 소;음료수;세트칼국수 1개,
e_e001973,2306050003,1,0,0,1,2,1293848685,옛날감자탕,경기 성남시 수정구 산성대로 535,경기 성남시 수정구 양지동 226,2179002,4113110600,2023-06-05 13:41,1,30000,,
e_e001973,2306050004,2,1,1,1,2,3771102414,은행낙원떡집,경기 성남시 중원구 은이로 10,경기 성남시 중원구 은행동 1552,3179017,4113310400,2023-06-05 14:00,1,9000,,
e_e001973,2306050005,1,0,0,1,2,6652001750,메가커피,경기 성남시 수정구 산성대로 525,경기 성남시 수정구 양지동 529,2179002,4113110600,2023-06-05 14:38,1,4000,(ICE)아메리카노,
e_e001995,2305310004,1,0,0,1,1,,모랑해물솥밥,경기 성남시 분당구 정자일로 197,경기 성남시 분당구 정자동 16-2,3180021,4113510300,2023-05-31 12:46,1,25000,,
e_e001995,2305310005,1,0,0,0,1,,지유가오카브레드 분당정자역점,17-5,,,,,3,5500,,4113510300
e_e001995,2305310007,2,0,0,1,1,5073114523,GS25,경기 성남시 분당구 정자일로 248,경기 성남시 분당구 정자동 6,3180021,4113510300,2023-05-31 17:06,1,11200,바삭한빅핫도그;롯데제크;치즈치킨팝;Y)누네띠네;네슬레말랑베리,
e_e002012,2306060005,1,0,0,1,3,1321314193,연밭,경기 양평군 양서면 목왕로 34,경기 양평군 양서면 용담리 514,3217010,4183033022,2023-06-06 14:00,1,52000,연잎수육A;해물순두부,
e_e002012,2306060006,1,3,3,1,3,3818101789,농업회사법인 주식회사두머리,경기 양평군 양서면 두물머리길 103-8,경기 양평군 양서면 양수리 781,4451350,4183033021,2023-06-06 16:40,1,12000,,
e_e002012,2306060007,1,0,0,1,3,8021801069,블루빈스커피(양수리점),경기 양평군 양서면 양수로 142,경기 양평군 양서면 양수리 1100-1,3217017,4183033021,2023-06-06 17:00,1,5800,카푸치노(HOT);카페라떼(ICE),
e_e002040,2306010002,1,0,0,1,2,7912000711,시장국수집,경기 파주시 문산읍 문향로 57,,3206033,4148025021,,1,19000,콩국수;들깨국수;죽,
e_e002040,2306010004,1,0,0,1,2,2018121515,스타벅스,경기 파주시 파주읍 통일로 1555,경기 파주시 파주읍 봉서리 473-3,3000008,4148025321,2023-06-01 14:03,1,12000,T)아메리카노;클래식 스콘;그릭요거트플레인,
e_e002040,2306010005,2,0,0,1,2,1448600468,파주프리미엄아울렛,경기 파주시 탄현면 필승로 200,경기 파주시 탄현면 법흥리 1790-8,3206095,4148032022,2023-06-01 16:18,3,79000,Skechers,
e_e002040,2306010005,2,0,0,2,2,1448600468,파주 프리미엄아울렛,경기 파주시 탄현면 필승로 200,경기 파주시 탄현면 법흥리 1790-8,3206095,4148032022,2023-06-01 16:38,1,69000,SKECHERS,
e_e002065,2306070009,1,0,0,1,1,1133300978,밀란,서울 중구 을지로14길 19,서울 중구 을지로3가 296-14,4103235,1114015500,2023-06-07 19:15,1,33000,,
e_e002065,2306070011,1,0,0,1,1,3257000241,충무로역점 매머드익스프레스,서울 중구 퇴계로 192,서울 중구 필동1가 35-1,3101011,1114013700,2023-06-07 16:43,1,1600,아메리카노,
e_e002065,2306070012,2,0,0,1,1,2112329606,그랜마캐비넷,서울 중구 퇴계로27길 42,서울 중구 충무로3가 23-3,4103335,1114015800,2023-06-07 19:41,1,3500,,
e_e002065,2306070013,1,0,0,1,1,2414800393,섬광,서울 중구 창경궁로1길 38,서울 중구 충무로4가 32-16,4103284,1114013200,2023-06-07 20:05,1,13000,아이스 비엔나,
e_e002065,2306070014,2,0,0,0,1,,Cu 율전상률점,서부로2181번길 55 (율전동) 1층,,,,,1,10000,,4111113200
e_e002098,2306050005,1,0,0,1,2,5751701990,진1926,인천 남동구 성말로13번길 15,인천 남동구 구월동 1457-1,4259474,2820010100,2023-06-05 18:38,1,70000,진 모듬;참이슬;테라;환타,
e_e002098,2306060001,1,0,0,1,2,3621201235,호텔 더 디자이너스 인천,인천 남동구 남동대로765번길 8,인천 남동구 구월동 1144-8,4259141,2820010100,2023-06-06 11:13,1,3000,스타벅스프라푸치노모카,
e_e002098,2306060002,1,0,0,1,2,3380602657,베스킨 라빈스,경기 광주시 경충대로1481번길 4,경기 광주시 쌍령동 155-30,4857085,4161010200,2023-06-06 12:29,3,17000,쿼터,
e_e002104,2306050002,1,3,3,2,4,3448601408,CU,서울 강서구 개화동로 457,서울 강서구 방화동 523-22,3000011,1150010900,2023-06-05 20:35,1,4000,일리HOT아메리카노L;GET핫아메리카노 L,
e_e002104,2306060002,1,0,0,1,4,5682901511,후아후아,경기 안산시 단원구 선창길 96,경기 안산시 단원구 대부북동 1621-11,4373196,4127311100,2023-06-06 12:29,1,7000,팥크림우유,
e_e002104,2306060003,1,0,0,1,4,2165000497,파도마루,경기 안산시 단원구 서위매봉길 40,,4373171,4127311100,2023-06-06 19:46,1,35400,허니버터브레드;갈릭치즈브레드;복숭아아이스티;아메리카노(HOT),
e_e002105,2306040003,2,0,0,0,1,,Apple 명동,9-1,,,,,3,50000,,1114011500
e_e002105,2306040004,1,0,0,1,1,2851801605,써브웨이,서울 광진구 강변역로4길 10,서울 광진구 구의동 546-11,4112003,1121510300,2023-06-04 18:45,1,8600,로티세리 바비큐 치킨;라즈베리 치즈케익 쿠키,
e_e002105,2306040005,2,0,0,1,1,8098101574,CJ올리브영(주),서울 광진구 강변역로4길 10,서울 광진구 구의동 546-11,4112003,1121510300,2023-06-04 19:21,1,3800,필리밀리 바디면도기,
e_e002124,2306040003,1,1,1,0,4,,에버랜드리조트,,,,,,1,5800,,4146125000
e_e002124,2306040003,1,2,2,0,4,,에버랜드리조트,,,,,,1,39000,,4146125000
e_e002137,2306030004,1,0,0,1,2,1212362660,풍미,인천 중구 차이나타운로 56,인천 중구 선린동 32-6,3149056,2811014100,2023-06-03 12:49,1,30000,,
e_e002137,2306030005,2,0,0,1,2,7411801240,원보병가,인천 중구 차이나타운로 43-1,인천 중구 북성동3가 10-18,3149056,2811014000,2023-06-03 12:57,1,10000,월병;공갈빵,
e_e002137,2306030006,2,0,0,1,2,1212468512,신포찬누리닭강정,인천 중구 우현로49번길 4,인천 중구 내동 209-29,4247239,2811013300,2023-06-03 13:32,1,17000,강중,
e_e002137,2306030008,1,0,0,1,2,7112201469,통큰회조개창고,인천 중구 영종진광장로 52,인천 중구 중산동 1946-18,3351842,2811014500,2023-06-03 18:59,1,80000,성인;맥주,
e_e002137,2306030009,1,0,0,1,2,5942301556,하삼동커피,인천 중구 은하수로 14,인천 중구 중산동 1948-2,3149078,2811014500,2023-06-03 19:18,1,5400,아메리카노(HOT);구름라떼(ICE),
e_e002137,2306030011,1,0,0,1,2,7438501971,노가리앤비어,인천 중구 영종대로 893,인천 중구 중산동 1873-17,2149001,2811014500,2023-06-03 21:51,1,19000,반건노가리;크림생맥주,
e_e002137,2306040003,1,0,0,1,2,5811901887,굽굽,인천 중구 은하수로 28,인천 중구 중산동 1947-6,3149078,2811014500,2023-06-04 12:08,1,4000,피자,
e_e002137,2306040004,1,0,0,1,2,3800201947,복촌,인천 중구 구읍로 33,인천 중구 중산동 1940-8,3149080,2811014500,2023-06-04 13:46,1,37000,,
e_e002147,2306100002,1,0,0,0,2,,이대감버섯생불고기,진건오남로 229,,,,,5,85000,,4136025900
e_e002147,2306100004,1,0,0,1,2,7490701762,블리스에잇,경기 남양주시 순화궁로 283,경기 남양주시 별내동 975,3197037,4136011100,2023-06-10 14:07,1,11200,(I)플랫화이트;(I)콜드브루,
e_e002156,2306020003,3,0,0,1,2,2108301986,국립통일교육원,서울 강북구 4.19로 123,서울 강북구 수유동 535-353,3108006,1130510300,2023-06-02 12:00,1,6000,입장권,
e_e002156,2306020004,1,0,0,1,2,1410235992,오두산막국수,경기 파주시 탄현면 성동로 17,경기 파주시 탄현면 성동리 674,3206118,4148032021,2023-06-02 13:33,1,20000,명태막;소바,
e_e002156,2306020005,3,1,1,1,2,2428601378,(주)헤이리엠,경기 파주시 탄현면 헤이리마을길 23,경기 파주시 탄현면 법흥리 1652-278,4418865,4148032022,2023-06-02 13:47,1,62600,,
e_e002156,2306020006,1,0,0,1,2,6817300161,더티트렁크,경기 파주시 지목로 114,경기 파주시 문발동 75-6,3206081,4148011500,2023-06-02 16:35,1,25800,후르츠크로와상;소금빵;데빌초코라떼;오트밀크티,
e_e002156,2306020007,2,0,0,1,2,2018620597,파주프리미엄아울렛,경기 파주시 탄현면 필승로 200,경기 파주시 탄현면 법흥리 1790-8,3206095,4148032022,2023-06-02 18:27,1,33600,WONDER PLACE,
e_e002203,2306100003,1,0,0,1,2,1400934586,콩이밥,경기 광명시 기아로 25-1,경기 광명시 소하동 1236-7,3000025,4121010400,2023-06-10 12:54,1,22000,쫄면순두부;숙주제육볶음,
e_e002203,2306100006,1,0,0,1,2,1400436008,롯데리아,경기 광명시 광명로 890,경기 광명시 광명동 158-520,3000122,4121010100,2023-06-10 18:28,1,5300,롯데리아빙수 ,
e_e002203,2306100007,1,0,0,1,2,1400462544,광명홍두깨칼국수,경기 광명시 오리로964번길 17,경기 광명시 광명동 138-6,4361260,4121010100,2023-06-10 19:24,1,8000,,
e_e002217,2306050004,1,0,0,1,3,1248128579,수원애경역사(주)수원점,경기 수원시 팔달구 덕영대로 924,,3012001,4111513400,2023-06-05 00:00,1,14000,온기정,
e_e002217,2306050005,3,0,0,1,3,1358215727,수원문화재단,경기 수원시 팔달구 행궁로 11,,3176017,4111512300,2023-06-05 00:00,1,1000,화성행궁 체험권(스탬프),
e_e002217,2306050005,3,2,2,1,3,1358215727,수원문화재단,경기 수원시 팔달구 행궁로 11,,3176017,4111512300,2023-06-05 15:28,1,10000,화성어차 입장권,
e_e002217,2306050007,1,0,0,1,3,1248128579,수원애경역사(주) 수원점,경기 수원시 팔달구 덕영대로 924,경기 수원시 팔달구 매산로1가 18,3012001,4111513400,2023-06-05 17:25,1,3500,꼴닭,
e_e002217,2306050007,1,0,0,2,3,1248128579,수원애경역사(주),경기 수원시 팔달구 덕영대로 924,,3012001,4111513400,2023-06-05 17:16,1,11500,하즈벤,
e_e002217,2306050007,1,0,0,3,3,1248128579,수원애경역사(주)수원,경기 수원시 팔달구 덕영대로 924,,3012001,4111513400,2023-06-05 17:26,1,9500,냉모밀,
e_e002217,2306050007,1,0,0,4,3,1248128579,수원애경역사(주),경기 수원시 팔달구 덕영대로 924,,3012001,4111513400,2023-06-05 17:50,1,9000,그린테이블 농산신선,
e_e002229,2306030002,2,1,1,1,4,1951901560,CU,경기 포천시 이동면 화동로 2495,경기 포천시 이동면 도평리 467-1,3213050,4165038022,2023-06-03 00:00,1,15400,진로이즈백병;하이네켄캔;파울라너바이스비어캔;크로넨버그1664라거캔;오레오아이스바,
e_e002229,2306040003,2,0,0,1,4,1278204419,일동농협하나로마트이동점,경기 포천시 이동면 장암1길 13,경기 포천시 이동면 장암리 507-2,4439522,4165038021,2023-06-04 12:16,1,42732,아이스크림;크린나라종이컵;삼겹살;돈육항정살;돼지목살,
e_e002247,2306070004,1,0,0,1,1,7666100590,비스트로분당김치찜,경기 수원시 영통구 센트럴타운로 85,경기 수원시 영통구 이의동 1332,3177031,4111710300,2023-06-07 12:57,1,34000,,
e_e002271,2306040002,1,0,0,1,1,7031402628,오멜로,경기 성남시 분당구 판교역로2번길 6,경기 성남시 분당구 백현동 583-4,4340524,4113511000,2023-06-04 16:13,1,14500,오멜로 프렌치토스트;아메리카노,
e_e002271,2306040004,1,0,0,1,1,2194021279,미더스,경기 성남시 분당구 동판교로52번길 9-6,경기 성남시 분당구 백현동 605-3,4340279,4113511000,2023-06-04 18:14,1,13300,피치실론티ICE;블루베리그릭요거트,
e_e002282,2306030002,1,0,0,0,2,,스타벅스 리버사이드대성리DT점,,,,,,1,21600,,4182032500
e_e002282,2306030003,2,0,0,1,2,1328207214,가평군농협하나로마트,경기 가평군 청평면 구청평로 88,경기 가평군 청평면 청평리 619-2,3216005,4182032521,2023-06-03 13:12,1,66700,롯데칠성사이다제로;국물떡볶이;테라(캔);참이슬17;가평잣쌀막걸리,
e_e002282,2306030004,6,6,6,1,2,1794600639,청평하늘캠프타운,경기 가평군 청평면 덕현산장길 11-193,경기 가평군 청평면 청평리 536-2,4448050,4182032521,2023-06-03 21:35,1,7370,,
e_e002282,2306040001,1,0,0,1,2,5148601161,주식회사원조장작불곰탕,경기 가평군 청평면 경춘로 980,경기 가평군 청평면 하천리 483-6,3000120,4182032523,2023-06-04 09:08,1,22000,,
e_e002298,2306030002,1,0,0,1,3,2052725525,영흥바다낚시,인천 옹진군 영흥면 영흥로176번길 21,인천 옹진군 영흥면 내리 38-4,4274164,2872036022,2023-06-03 15:50,1,80000,,
e_e002298,2306030004,3,0,0,0,3,,영흥바다낚시터,,,,,,1,130000,,2872036000
e_e002298,2306030003,1,0,0,0,3,,청화루,,,,,,1,15000,,2872038000
e_e002298,2306030005,2,1,1,0,3,,백령할인마트,,,,,,1,25700,,2872036000
e_e002298,2306040002,1,0,0,1,3,4761600945,목섬칼국수,인천 옹진군 영흥면 선재로186번길 72,인천 옹진군 영흥면 선재리 487-10,4274090,2872036023,2023-06-04 12:35,1,26000,,
e_e002298,2306040003,1,0,0,0,3,,전망좋은카페,,,,,,1,11000,,2872036000
e_e002298,2306040004,1,0,0,0,3,,오산휴게소 동탄방향,,,,,,1,6000,,4137010700
e_e002303,2306030004,2,0,0,1,1,4829801116,마이포터리,경기 남양주시 수동면 비룡로782번길 71-40,경기 남양주시 수동면 입석리 314-10,4391417,4136034026,2023-06-03 12:19,1,60000,기물 추가,
e_e002303,2306030006,1,0,0,1,1,6941602158,신사꽃게당,서울 강남구 강남대로160길 11,서울 강남구 신사동 507-10,4166025,1168010700,2023-06-03 17:05,1,8000,볶음밥(후식);공기밥;콜라/사이다/환타,
e_e002309,2306030006,1,0,0,1,2,1018676277,버거킹,경기 수원시 영통구 센트럴타운로 85,경기 수원시 영통구 이의동 1332,3177031,4111710300,2023-06-03 19:32,1,2270,프렌치프라이(R);아이스아메리카노(구독),
e_e002309,2306030007,1,0,0,1,2,3518101978,백세삼계탕,경기 수원시 장안구 경수대로 851,경기 수원시 장안구 조원동 780,2012008,4111113600,2023-06-03 18:36,1,19000,,
e_e002325,2306050005,1,0,0,1,2,1011150847,강구미주구리,서울 종로구 자하문로2길 7-3,서울 종로구 통의동 46-2,4100282,1111010600,2023-06-05 13:07,1,45000,,
e_e002325,2306050011,1,0,0,1,2,3671401059,압구정찌개마을,서울 강북구 솔매로 106-1,서울 강북구 미아동 302-14,3108002,1130510100,2023-06-05 21:10,1,31000,동태탕+내장탕;막걸리;맥주;공기밥,
e_e002325,2306060002,1,0,0,1,2,4300501559,동래복국,서울 종로구 종로 291,서울 종로구 창신동 695-1,3100013,1111017400,2023-06-06 13:30,1,62000,생복지리(1인);막걸리,
e_e002350,2306030003,1,0,0,1,3,2340141810,강원막국수,경기 김포시 고촌읍 전호로 68,경기 김포시 고촌읍 전호리 3-12,3209106,4157025325,2023-06-03 12:12,1,28000,,
e_e002350,2306030004,2,0,0,1,3,2208809068,유한회사 나이키코리아,경기 김포시 고촌읍 아라육로152번길 100,경기 김포시 고촌읍 전호리 654,4427674,4157025325,2023-06-03 13:00,1,81000,NIKE FLEX ADVANCE SE;Reusable Tote Bag M,
e_e002350,2306030005,1,1,1,1,3,7336700404,베이콜로지 빵학개론 샹그리나점,경기 김포시 고촌읍 아라육로152번길 45,경기 김포시 고촌읍 전호리 684,4427674,4157025325,2023-06-03 13:56,1,20500,크로와상;초코스콘;복숭아티 ICE;아메리카노 ICE,
e_e002359,2306040003,1,0,0,1,6,1341053338,진짜 원조 소나무집,경기 안산시 단원구 대부황금로 732,경기 안산시 단원구 대부동동 96-10,3191019,4127311000,2023-06-04 12:51,1,108000,,
e_e002359,2306040004,1,0,0,1,6,8652100872,플로레도커피 로스터스,인천 옹진군 영흥면 선재로 354,인천 옹진군 영흥면 선재리 636-10,3158017,2872036023,2023-06-04 13:44,1,24500,카페라떼;초콜릿라떼;오곡라떼;바닐라라떼,
e_e002359,2306050002,3,0,0,1,6,4168285059,선재어촌계,인천 옹진군 영흥면 선재로34번길 64,인천 옹진군 영흥면 선재리 108-47,4274096,2872036023,2023-06-05 10:10,1,76000,,
e_e002359,2306050003,1,0,0,1,6,1220498194,바람의 마을 ,인천 옹진군 영흥면 선재로 63,인천 옹진군 영흥면 선재리 195,3158017,2872036023,2023-06-05 13:54,1,95000,바지락손칼국수;산낙지철판(대);공기밥;볶음밥;치즈사리(모짜렐라,
e_e002385,2306050003,1,3,3,1,4,2018121515,스타벅스,경기 용인시 기흥구 흥덕1로79번길 2,경기 용인시 기흥구 영덕동 986-1,4412294,4146311100,2023-06-05 13:07,3,14600,그리요거트플레인;마스카포네티라미수;I-T)아메리카노,
e_e002385,2306050004,6,5,5,1,4,1248211056,수원도시공사,경기 수원시 영통구 광교호수로 75,경기 수원시 영통구 하동 1024,3177023,4111710400,2023-06-05 15:08,1,1000,원천호수 주차비,
e_e002445,2306040002,1,0,0,1,2,3745300606,김프로냉면,경기 안성시 공도읍 공도3로 32-2,경기 안성시 공도읍 만정리 798-1,3208072,4155025029,2023-06-04 13:09,1,23000,,
e_e002445,2306040003,3,0,0,1,2,1208643350,㈜플레이스엠,서울 강남구 논현로75길 8,서울 강남구 역삼동 746-20,4166195,1168010100,2023-06-04 13:30,1,23926,[주말및공휴일권]안성팜랜드 이용권(~8/31),
e_e002445,2306040004,1,1,1,1,2,1358539400,맥도날드,경기 수원시 팔달구 경수대로 676,,2012008,4111514000,2023-06-04 17:33,1,4700,상하이 치킨 스낵랩;후렌치 후라이-M/단품,
e_e002445,2306040005,1,0,0,1,2,1408157533,시흥하늘휴게소,경기 시흥시 수도권제1순환고속도로 105,경기 시흥시 조남동 산 15-1,1000140,4139012400,2023-06-04 18:14,1,8800,왕새우튀김우동과 유부초밥,
e_e002445,2306040005,1,0,0,2,2,1408157533,시흥하늘휴게소,경기 시흥시 수도권제1순환고속도로 105,경기 시흥시 조남동 산 15-1,1000140,4139012400,2023-06-04 18:37,1,3500,호두간식,
e_e002449,2306040004,1,0,0,1,2,4731501517,츄플러스,경기 수원시 팔달구 화서문로45번길 26,경기 수원시 팔달구 장안동 93-9,4328433,4111513100,2023-06-04 16:17,1,24600,츄플핫독;아이스 아메리카노;아이스티;인절미츄러스;상하목장 아이스크림,
